,student_id,name,class,study,gpa,is_greek,is_on_campus,distance_to_campus,is_female,is_sprinklered,coverage,claim_id,amount,risk_tier,holdout
7602,1898,"al-Othman, Sumayya",1,Science,3.434605959,1,0,0.0,1.0,1,Additional Living Expense,0,0.0,1,0
7603,1898,"al-Othman, Sumayya",1,Science,3.434605959,1,0,0.0,1.0,1,Guest Medical,0,0.0,1,0
7604,1898,"al-Othman, Sumayya",1,Science,3.434605959,1,0,0.0,1.0,1,Liability,0,0.0,1,0
7605,1898,"al-Othman, Sumayya",1,Science,3.434605959,1,0,0.0,1.0,1,Personal Property,0,0.0,1,0
7606,1899,"Jacket, Coleman",5,Other,1.880492703,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,3,0
7607,1899,"Jacket, Coleman",5,Other,1.880492703,0,0,0.0,1.0,1,Guest Medical,0,0.0,3,0
7608,1899,"Jacket, Coleman",5,Other,1.880492703,0,0,0.0,1.0,1,Liability,0,0.0,3,0
7609,1899,"Jacket, Coleman",5,Other,1.880492703,0,0,0.0,1.0,1,Personal Property,0,0.0,3,0
7610,1900,"Rummings, Kyle",1,Business,2.620767191,0,1,4.303366043,1.0,1,Additional Living Expense,0,0.0,1,0
7611,1900,"Rummings, Kyle",1,Business,2.620767191,0,1,4.303366043,1.0,1,Guest Medical,0,0.0,1,0
7612,1900,"Rummings, Kyle",1,Business,2.620767191,0,1,4.303366043,1.0,1,Liability,0,0.0,1,0
7613,1900,"Rummings, Kyle",1,Business,2.620767191,0,1,4.303366043,1.0,1,Personal Property,0,0.0,1,0
7614,1901,"el-Mahfouz, Naadiya",2,Science,3.261015146,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,1,0
7615,1901,"el-Mahfouz, Naadiya",2,Science,3.261015146,0,0,0.0,1.0,1,Guest Medical,0,0.0,1,0
7616,1901,"el-Mahfouz, Naadiya",2,Science,3.261015146,0,0,0.0,1.0,1,Liability,0,0.0,1,0
7617,1901,"el-Mahfouz, Naadiya",2,Science,3.261015146,0,0,0.0,1.0,1,Personal Property,0,0.0,1,0
7618,1902,"Johnson, Kendra",3,Business,3.40310835,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,2,0
7619,1902,"Johnson, Kendra",3,Business,3.40310835,0,0,0.0,1.0,1,Guest Medical,0,0.0,2,0
7620,1902,"Johnson, Kendra",3,Business,3.40310835,0,0,0.0,1.0,1,Liability,0,0.0,2,0
7621,1902,"Johnson, Kendra",3,Business,3.40310835,0,0,0.0,1.0,1,Personal Property,0,0.0,2,1
7622,1903,"Franklin, Joshua",5,Science,3.124191859,0,0,0.0,0.0,1,Additional Living Expense,353,4495.72473,3,0
7623,1903,"Franklin, Joshua",5,Science,3.124191859,0,0,0.0,0.0,1,Guest Medical,0,0.0,3,0
7624,1903,"Franklin, Joshua",5,Science,3.124191859,0,0,0.0,0.0,1,Liability,0,0.0,3,0
7625,1903,"Franklin, Joshua",5,Science,3.124191859,0,0,0.0,0.0,1,Personal Property,0,0.0,3,0
7626,1904,"Zhang, Maiya",2,Humanities,2.819015754,0,1,0.598990732,1.0,0,Additional Living Expense,0,0.0,1,0
7627,1904,"Zhang, Maiya",2,Humanities,2.819015754,0,1,0.598990732,1.0,0,Guest Medical,0,0.0,1,1
7628,1904,"Zhang, Maiya",2,Humanities,2.819015754,0,1,0.598990732,1.0,0,Liability,0,0.0,1,1
7629,1904,"Zhang, Maiya",2,Humanities,2.819015754,0,1,0.598990732,1.0,0,Personal Property,0,0.0,1,1
7630,1905,"Lucero, Mallory",2,Business,2.626244238,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
7631,1905,"Lucero, Mallory",2,Business,2.626244238,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,0
7632,1905,"Lucero, Mallory",2,Business,2.626244238,0,0,0.0,0.0,1,Liability,0,0.0,1,0
7633,1905,"Lucero, Mallory",2,Business,2.626244238,0,0,0.0,0.0,1,Personal Property,0,0.0,1,0
7634,1906,"Tomas, John",2,Business,3.069018174,0,1,0.378569612,1.0,1,Additional Living Expense,354,4526.504528,1,0
7635,1906,"Tomas, John",2,Business,3.069018174,0,1,0.378569612,1.0,1,Guest Medical,0,0.0,1,1
7636,1906,"Tomas, John",2,Business,3.069018174,0,1,0.378569612,1.0,1,Liability,0,0.0,1,1
7637,1906,"Tomas, John",2,Business,3.069018174,0,1,0.378569612,1.0,1,Personal Property,0,0.0,1,0
7638,1907,"Paul, Dominic",4,Humanities,1.60391515,0,1,13.47478524,0.0,1,Additional Living Expense,0,0.0,3,0
7639,1907,"Paul, Dominic",4,Humanities,1.60391515,0,1,13.47478524,0.0,1,Guest Medical,0,0.0,3,0
7640,1907,"Paul, Dominic",4,Humanities,1.60391515,0,1,13.47478524,0.0,1,Liability,0,0.0,3,1
7641,1907,"Paul, Dominic",4,Humanities,1.60391515,0,1,13.47478524,0.0,1,Personal Property,0,0.0,3,0
7642,1908,"Lopez, Charles",5,Humanities,0.810526018,0,0,0.0,0.0,0,Additional Living Expense,0,0.0,3,0
7643,1908,"Lopez, Charles",5,Humanities,0.810526018,0,0,0.0,0.0,0,Guest Medical,0,0.0,3,0
7644,1908,"Lopez, Charles",5,Humanities,0.810526018,0,0,0.0,0.0,0,Liability,0,0.0,3,0
7645,1908,"Lopez, Charles",5,Humanities,0.810526018,0,0,0.0,0.0,0,Personal Property,0,0.0,3,0
7646,1909,"Mccathen, Dante",5,Business,2.320268782,0,0,0.0,0.0,0,Additional Living Expense,0,0.0,3,0
7647,1909,"Mccathen, Dante",5,Business,2.320268782,0,0,0.0,0.0,0,Guest Medical,0,0.0,3,0
7648,1909,"Mccathen, Dante",5,Business,2.320268782,0,0,0.0,0.0,0,Liability,0,0.0,3,1
7649,1909,"Mccathen, Dante",5,Business,2.320268782,0,0,0.0,0.0,0,Personal Property,0,0.0,3,0
7650,1910,"al-Turay, Afnaan",4,Humanities,3.264510123,0,0,0.0,1.0,0,Additional Living Expense,0,0.0,3,0
7651,1910,"al-Turay, Afnaan",4,Humanities,3.264510123,0,0,0.0,1.0,0,Guest Medical,0,0.0,3,0
7652,1910,"al-Turay, Afnaan",4,Humanities,3.264510123,0,0,0.0,1.0,0,Liability,0,0.0,3,0
7653,1910,"al-Turay, Afnaan",4,Humanities,3.264510123,0,0,0.0,1.0,0,Personal Property,0,0.0,3,1
7654,1911,"Ruppert, Meske",2,Business,2.736233941,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
7655,1911,"Ruppert, Meske",2,Business,2.736233941,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,1
7656,1911,"Ruppert, Meske",2,Business,2.736233941,0,0,0.0,0.0,1,Liability,0,0.0,1,0
7657,1911,"Ruppert, Meske",2,Business,2.736233941,0,0,0.0,0.0,1,Personal Property,0,0.0,1,0
7658,1912,"Page, Xuan",1,Science,2.400413079,1,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
7659,1912,"Page, Xuan",1,Science,2.400413079,1,0,0.0,0.0,1,Guest Medical,0,0.0,1,0
7660,1912,"Page, Xuan",1,Science,2.400413079,1,0,0.0,0.0,1,Liability,0,0.0,1,0
7661,1912,"Page, Xuan",1,Science,2.400413079,1,0,0.0,0.0,1,Personal Property,0,0.0,1,1
7662,1913,"Wells, Wallace",2,Humanities,1.156211977,0,1,4.560445896,1.0,1,Additional Living Expense,0,0.0,1,0
7663,1913,"Wells, Wallace",2,Humanities,1.156211977,0,1,4.560445896,1.0,1,Guest Medical,0,0.0,1,1
7664,1913,"Wells, Wallace",2,Humanities,1.156211977,0,1,4.560445896,1.0,1,Liability,0,0.0,1,0
7665,1913,"Wells, Wallace",2,Humanities,1.156211977,0,1,4.560445896,1.0,1,Personal Property,0,0.0,1,0
7666,1914,"Manheimer, Deja",3,Science,3.304029313,0,1,8.426740707,0.0,1,Additional Living Expense,0,0.0,2,0
7667,1914,"Manheimer, Deja",3,Science,3.304029313,0,1,8.426740707,0.0,1,Guest Medical,0,0.0,2,0
7668,1914,"Manheimer, Deja",3,Science,3.304029313,0,1,8.426740707,0.0,1,Liability,0,0.0,2,0
7669,1914,"Manheimer, Deja",3,Science,3.304029313,0,1,8.426740707,0.0,1,Personal Property,0,0.0,2,0
7670,1915,"Goodson, Rachel",1,Humanities,1.934436206,1,1,1.322429419,1.0,1,Additional Living Expense,0,0.0,1,0
7671,1915,"Goodson, Rachel",1,Humanities,1.934436206,1,1,1.322429419,1.0,1,Guest Medical,0,0.0,1,0
7672,1915,"Goodson, Rachel",1,Humanities,1.934436206,1,1,1.322429419,1.0,1,Liability,0,0.0,1,0
7673,1915,"Goodson, Rachel",1,Humanities,1.934436206,1,1,1.322429419,1.0,1,Personal Property,0,0.0,1,0
7674,1916,"Jiron, Alfred",3,Business,2.929425481,1,1,0.306316176,1.0,0,Additional Living Expense,355,15923.61279,2,0
7675,1916,"Jiron, Alfred",3,Business,2.929425481,1,1,0.306316176,1.0,0,Guest Medical,0,0.0,2,1
7676,1916,"Jiron, Alfred",3,Business,2.929425481,1,1,0.306316176,1.0,0,Liability,0,0.0,2,0
7677,1916,"Jiron, Alfred",3,Business,2.929425481,1,1,0.306316176,1.0,0,Personal Property,0,0.0,2,0
7678,1917,"Davis, Katrell",1,Business,1.199837003,0,1,4.177408665,1.0,0,Guest Medical,356,13220.85555,1,0
7679,1917,"Davis, Katrell",1,Business,1.199837003,0,1,4.177408665,1.0,0,Additional Living Expense,0,0.0,1,0
7680,1917,"Davis, Katrell",1,Business,1.199837003,0,1,4.177408665,1.0,0,Liability,0,0.0,1,1
7681,1917,"Davis, Katrell",1,Business,1.199837003,0,1,4.177408665,1.0,0,Personal Property,0,0.0,1,0
7682,1918,"Bowling, Timothy",4,Humanities,1.939035513,0,0,0.0,1.0,0,Additional Living Expense,0,0.0,3,1
7683,1918,"Bowling, Timothy",4,Humanities,1.939035513,0,0,0.0,1.0,0,Guest Medical,0,0.0,3,1
7684,1918,"Bowling, Timothy",4,Humanities,1.939035513,0,0,0.0,1.0,0,Liability,0,0.0,3,0
7685,1918,"Bowling, Timothy",4,Humanities,1.939035513,0,0,0.0,1.0,0,Personal Property,0,0.0,3,0
7686,1919,"Sherpa, Richard",2,Science,3.749627536,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
7687,1919,"Sherpa, Richard",2,Science,3.749627536,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,0
7688,1919,"Sherpa, Richard",2,Science,3.749627536,0,0,0.0,0.0,1,Liability,0,0.0,1,0
7689,1919,"Sherpa, Richard",2,Science,3.749627536,0,0,0.0,0.0,1,Personal Property,0,0.0,1,0
7690,1920,"Sanders, Kyle",4,Other,1.844661928,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,3,1
7691,1920,"Sanders, Kyle",4,Other,1.844661928,0,0,0.0,1.0,1,Guest Medical,0,0.0,3,0
7692,1920,"Sanders, Kyle",4,Other,1.844661928,0,0,0.0,1.0,1,Liability,0,0.0,3,0
7693,1920,"Sanders, Kyle",4,Other,1.844661928,0,0,0.0,1.0,1,Personal Property,0,0.0,3,0
7694,1921,"Connally, Davion",1,Business,3.556644814,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,0
7695,1921,"Connally, Davion",1,Business,3.556644814,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,1
7696,1921,"Connally, Davion",1,Business,3.556644814,0,0,0.0,0.0,1,Liability,0,0.0,1,0
7697,1921,"Connally, Davion",1,Business,3.556644814,0,0,0.0,0.0,1,Personal Property,0,0.0,1,0
7698,1922,"Nevares, Ronnie",3,Humanities,3.517988576,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,2,1
7699,1922,"Nevares, Ronnie",3,Humanities,3.517988576,0,0,0.0,0.0,1,Guest Medical,0,0.0,2,0
7700,1922,"Nevares, Ronnie",3,Humanities,3.517988576,0,0,0.0,0.0,1,Liability,0,0.0,2,0
7701,1922,"Nevares, Ronnie",3,Humanities,3.517988576,0,0,0.0,0.0,1,Personal Property,0,0.0,2,0
7702,1923,"Senethong, Jane",4,Other,2.627232065,0,1,5.893698824,1.0,1,Additional Living Expense,0,0.0,3,0
7703,1923,"Senethong, Jane",4,Other,2.627232065,0,1,5.893698824,1.0,1,Guest Medical,0,0.0,3,0
7704,1923,"Senethong, Jane",4,Other,2.627232065,0,1,5.893698824,1.0,1,Liability,0,0.0,3,0
7705,1923,"Senethong, Jane",4,Other,2.627232065,0,1,5.893698824,1.0,1,Personal Property,0,0.0,3,1
7706,1924,"Jones Anderson, Khylin",3,Humanities,2.809181156,0,1,0.548583115,,1,Additional Living Expense,0,0.0,2,1
7707,1924,"Jones Anderson, Khylin",3,Humanities,2.809181156,0,1,0.548583115,,1,Guest Medical,0,0.0,2,0
7708,1924,"Jones Anderson, Khylin",3,Humanities,2.809181156,0,1,0.548583115,,1,Liability,0,0.0,2,0
7709,1924,"Jones Anderson, Khylin",3,Humanities,2.809181156,0,1,0.548583115,,1,Personal Property,0,0.0,2,0
7710,1925,"Emens, Ross",1,Other,3.912273597,0,1,0.062323544,0.0,1,Additional Living Expense,0,0.0,1,0
7711,1925,"Emens, Ross",1,Other,3.912273597,0,1,0.062323544,0.0,1,Guest Medical,0,0.0,1,0
7712,1925,"Emens, Ross",1,Other,3.912273597,0,1,0.062323544,0.0,1,Liability,0,0.0,1,0
7713,1925,"Emens, Ross",1,Other,3.912273597,0,1,0.062323544,0.0,1,Personal Property,0,0.0,1,0
7714,1926,"Lancaster-Cavallo, Conor",2,Other,2.100506491,0,1,2.684106564,0.0,0,Additional Living Expense,0,0.0,1,0
7715,1926,"Lancaster-Cavallo, Conor",2,Other,2.100506491,0,1,2.684106564,0.0,0,Guest Medical,0,0.0,1,0
7716,1926,"Lancaster-Cavallo, Conor",2,Other,2.100506491,0,1,2.684106564,0.0,0,Liability,0,0.0,1,0
7717,1926,"Lancaster-Cavallo, Conor",2,Other,2.100506491,0,1,2.684106564,0.0,0,Personal Property,0,0.0,1,0
7718,1927,"Taing, Daniel",4,Humanities,3.479822538,0,0,0.0,1.0,0,Additional Living Expense,0,0.0,3,0
7719,1927,"Taing, Daniel",4,Humanities,3.479822538,0,0,0.0,1.0,0,Guest Medical,0,0.0,3,1
7720,1927,"Taing, Daniel",4,Humanities,3.479822538,0,0,0.0,1.0,0,Liability,0,0.0,3,0
7721,1927,"Taing, Daniel",4,Humanities,3.479822538,0,0,0.0,1.0,0,Personal Property,0,0.0,3,0
7722,1928,"Rail, Jordyn",4,Humanities,3.588238637,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,3,0
7723,1928,"Rail, Jordyn",4,Humanities,3.588238637,0,0,0.0,1.0,1,Guest Medical,0,0.0,3,0
7724,1928,"Rail, Jordyn",4,Humanities,3.588238637,0,0,0.0,1.0,1,Liability,0,0.0,3,1
7725,1928,"Rail, Jordyn",4,Humanities,3.588238637,0,0,0.0,1.0,1,Personal Property,0,0.0,3,0
7726,1929,"Tolmich, Ricardo",5,Business,2.621011907,0,1,1.561411079,0.0,0,Additional Living Expense,0,0.0,3,0
7727,1929,"Tolmich, Ricardo",5,Business,2.621011907,0,1,1.561411079,0.0,0,Guest Medical,0,0.0,3,0
7728,1929,"Tolmich, Ricardo",5,Business,2.621011907,0,1,1.561411079,0.0,0,Liability,0,0.0,3,0
7729,1929,"Tolmich, Ricardo",5,Business,2.621011907,0,1,1.561411079,0.0,0,Personal Property,0,0.0,3,1
7730,1930,"Roebke, Akayla",1,Science,2.758253213,0,1,11.92597175,0.0,1,Additional Living Expense,0,0.0,1,0
7731,1930,"Roebke, Akayla",1,Science,2.758253213,0,1,11.92597175,0.0,1,Guest Medical,0,0.0,1,0
7732,1930,"Roebke, Akayla",1,Science,2.758253213,0,1,11.92597175,0.0,1,Liability,0,0.0,1,0
7733,1930,"Roebke, Akayla",1,Science,2.758253213,0,1,11.92597175,0.0,1,Personal Property,0,0.0,1,0
7734,1931,"Loya, Dante",4,Science,2.662405173,1,0,0.0,0.0,0,Additional Living Expense,0,0.0,3,0
7735,1931,"Loya, Dante",4,Science,2.662405173,1,0,0.0,0.0,0,Guest Medical,0,0.0,3,0
7736,1931,"Loya, Dante",4,Science,2.662405173,1,0,0.0,0.0,0,Liability,0,0.0,3,1
7737,1931,"Loya, Dante",4,Science,2.662405173,1,0,0.0,0.0,0,Personal Property,0,0.0,3,0
7738,1932,"Terrazas, Alexander",4,Science,2.591135792,1,0,0.0,1.0,0,Additional Living Expense,0,0.0,3,1
7739,1932,"Terrazas, Alexander",4,Science,2.591135792,1,0,0.0,1.0,0,Guest Medical,0,0.0,3,1
7740,1932,"Terrazas, Alexander",4,Science,2.591135792,1,0,0.0,1.0,0,Liability,0,0.0,3,0
7741,1932,"Terrazas, Alexander",4,Science,2.591135792,1,0,0.0,1.0,0,Personal Property,0,0.0,3,0
7742,1933,"Thomas, Shellecia",2,Humanities,2.498485139,1,1,10.69139821,1.0,0,Additional Living Expense,0,0.0,1,0
7743,1933,"Thomas, Shellecia",2,Humanities,2.498485139,1,1,10.69139821,1.0,0,Guest Medical,0,0.0,1,0
7744,1933,"Thomas, Shellecia",2,Humanities,2.498485139,1,1,10.69139821,1.0,0,Liability,0,0.0,1,0
7745,1933,"Thomas, Shellecia",2,Humanities,2.498485139,1,1,10.69139821,1.0,0,Personal Property,0,0.0,1,0
7746,1934,"el-Ebrahimi, Masroora",2,Other,2.987324019,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,1,0
7747,1934,"el-Ebrahimi, Masroora",2,Other,2.987324019,0,0,0.0,1.0,1,Guest Medical,0,0.0,1,0
7748,1934,"el-Ebrahimi, Masroora",2,Other,2.987324019,0,0,0.0,1.0,1,Liability,0,0.0,1,0
7749,1934,"el-Ebrahimi, Masroora",2,Other,2.987324019,0,0,0.0,1.0,1,Personal Property,0,0.0,1,0
7750,1935,"Boedeker, Tamara",2,Other,2.883791147,1,0,0.0,1.0,0,Additional Living Expense,0,0.0,1,0
7751,1935,"Boedeker, Tamara",2,Other,2.883791147,1,0,0.0,1.0,0,Guest Medical,0,0.0,1,0
7752,1935,"Boedeker, Tamara",2,Other,2.883791147,1,0,0.0,1.0,0,Liability,0,0.0,1,0
7753,1935,"Boedeker, Tamara",2,Other,2.883791147,1,0,0.0,1.0,0,Personal Property,0,0.0,1,0
7754,1936,"el-Diab, Abdul Kader",3,Other,3.644571715,0,1,3.85543035,0.0,1,Guest Medical,357,16706.15934,2,0
7755,1936,"el-Diab, Abdul Kader",3,Other,3.644571715,0,1,3.85543035,0.0,1,Additional Living Expense,0,0.0,2,1
7756,1936,"el-Diab, Abdul Kader",3,Other,3.644571715,0,1,3.85543035,0.0,1,Liability,0,0.0,2,0
7757,1936,"el-Diab, Abdul Kader",3,Other,3.644571715,0,1,3.85543035,0.0,1,Personal Property,0,0.0,2,0
7758,1937,"Polk, Diozanae",1,Business,2.425804671,0,0,0.0,1.0,0,Additional Living Expense,358,4293.618762,1,0
7759,1937,"Polk, Diozanae",1,Business,2.425804671,0,0,0.0,1.0,0,Guest Medical,0,0.0,1,0
7760,1937,"Polk, Diozanae",1,Business,2.425804671,0,0,0.0,1.0,0,Liability,0,0.0,1,0
7761,1937,"Polk, Diozanae",1,Business,2.425804671,0,0,0.0,1.0,0,Personal Property,0,0.0,1,0
7762,1938,"Rios, Timothy",5,Business,2.775732868,0,0,0.0,1.0,0,Additional Living Expense,0,0.0,3,1
7763,1938,"Rios, Timothy",5,Business,2.775732868,0,0,0.0,1.0,0,Guest Medical,0,0.0,3,1
7764,1938,"Rios, Timothy",5,Business,2.775732868,0,0,0.0,1.0,0,Liability,0,0.0,3,1
7765,1938,"Rios, Timothy",5,Business,2.775732868,0,0,0.0,1.0,0,Personal Property,0,0.0,3,0
7766,1939,"Renner, Jade",3,Other,2.271771125,0,1,0.948316593,1.0,1,Additional Living Expense,0,0.0,2,0
7767,1939,"Renner, Jade",3,Other,2.271771125,0,1,0.948316593,1.0,1,Guest Medical,0,0.0,2,0
7768,1939,"Renner, Jade",3,Other,2.271771125,0,1,0.948316593,1.0,1,Liability,0,0.0,2,0
7769,1939,"Renner, Jade",3,Other,2.271771125,0,1,0.948316593,1.0,1,Personal Property,0,0.0,2,0
7770,1940,"Mccool, Joseph",1,Other,2.496137999,1,1,1.346475357,0.0,1,Additional Living Expense,0,0.0,1,0
7771,1940,"Mccool, Joseph",1,Other,2.496137999,1,1,1.346475357,0.0,1,Guest Medical,0,0.0,1,0
7772,1940,"Mccool, Joseph",1,Other,2.496137999,1,1,1.346475357,0.0,1,Liability,0,0.0,1,0
7773,1940,"Mccool, Joseph",1,Other,2.496137999,1,1,1.346475357,0.0,1,Personal Property,0,0.0,1,0
7774,1941,"Chan, Nicole",4,Other,3.293970707,0,0,0.0,0.0,1,Additional Living Expense,359,3010.472763,3,0
7775,1941,"Chan, Nicole",4,Other,3.293970707,0,0,0.0,0.0,1,Guest Medical,0,0.0,3,0
7776,1941,"Chan, Nicole",4,Other,3.293970707,0,0,0.0,0.0,1,Liability,0,0.0,3,0
7777,1941,"Chan, Nicole",4,Other,3.293970707,0,0,0.0,0.0,1,Personal Property,0,0.0,3,0
7778,1942,"Perez Vazquez, Jonathan",4,Science,1.730390746,0,1,4.701269608,0.0,0,Additional Living Expense,0,0.0,3,0
7779,1942,"Perez Vazquez, Jonathan",4,Science,1.730390746,0,1,4.701269608,0.0,0,Guest Medical,0,0.0,3,0
7780,1942,"Perez Vazquez, Jonathan",4,Science,1.730390746,0,1,4.701269608,0.0,0,Liability,0,0.0,3,0
7781,1942,"Perez Vazquez, Jonathan",4,Science,1.730390746,0,1,4.701269608,0.0,0,Personal Property,0,0.0,3,0
7782,1943,"Reyes, Astwin",3,Business,2.372675629,0,0,0.0,,1,Additional Living Expense,0,0.0,2,1
7783,1943,"Reyes, Astwin",3,Business,2.372675629,0,0,0.0,,1,Guest Medical,0,0.0,2,0
7784,1943,"Reyes, Astwin",3,Business,2.372675629,0,0,0.0,,1,Liability,0,0.0,2,1
7785,1943,"Reyes, Astwin",3,Business,2.372675629,0,0,0.0,,1,Personal Property,0,0.0,2,0
7786,1944,"Bustam, Estephen",3,Science,2.383421724,0,0,0.0,1.0,0,Additional Living Expense,0,0.0,2,0
7787,1944,"Bustam, Estephen",3,Science,2.383421724,0,0,0.0,1.0,0,Guest Medical,0,0.0,2,0
7788,1944,"Bustam, Estephen",3,Science,2.383421724,0,0,0.0,1.0,0,Liability,0,0.0,2,0
7789,1944,"Bustam, Estephen",3,Science,2.383421724,0,0,0.0,1.0,0,Personal Property,0,0.0,2,0
7790,1945,"Pliego, Matthew",4,Other,1.985997452,0,1,2.077611327,1.0,1,Additional Living Expense,0,0.0,3,0
7791,1945,"Pliego, Matthew",4,Other,1.985997452,0,1,2.077611327,1.0,1,Guest Medical,0,0.0,3,0
7792,1945,"Pliego, Matthew",4,Other,1.985997452,0,1,2.077611327,1.0,1,Liability,0,0.0,3,0
7793,1945,"Pliego, Matthew",4,Other,1.985997452,0,1,2.077611327,1.0,1,Personal Property,0,0.0,3,0
7794,1946,"Kaibetoney, Scheridan",3,Science,3.497476452,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,2,0
7795,1946,"Kaibetoney, Scheridan",3,Science,3.497476452,0,0,0.0,1.0,1,Guest Medical,0,0.0,2,0
7796,1946,"Kaibetoney, Scheridan",3,Science,3.497476452,0,0,0.0,1.0,1,Liability,0,0.0,2,0
7797,1946,"Kaibetoney, Scheridan",3,Science,3.497476452,0,0,0.0,1.0,1,Personal Property,0,0.0,2,0
7798,1947,"Leathers, Mark",3,Business,3.184476046,0,0,0.0,,1,Additional Living Expense,0,0.0,2,0
7799,1947,"Leathers, Mark",3,Business,3.184476046,0,0,0.0,,1,Guest Medical,0,0.0,2,0
7800,1947,"Leathers, Mark",3,Business,3.184476046,0,0,0.0,,1,Liability,0,0.0,2,0
7801,1947,"Leathers, Mark",3,Business,3.184476046,0,0,0.0,,1,Personal Property,0,0.0,2,0
7802,1948,"Dye, Ariana",1,Other,2.52733192,0,0,0.0,0.0,1,Additional Living Expense,360,2144.792414,1,0
7803,1948,"Dye, Ariana",1,Other,2.52733192,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,1
7804,1948,"Dye, Ariana",1,Other,2.52733192,0,0,0.0,0.0,1,Liability,0,0.0,1,0
7805,1948,"Dye, Ariana",1,Other,2.52733192,0,0,0.0,0.0,1,Personal Property,0,0.0,1,0
7806,1949,"Coria, Danny",3,Humanities,3.00488775,0,1,3.39395621,1.0,1,Additional Living Expense,0,0.0,2,0
7807,1949,"Coria, Danny",3,Humanities,3.00488775,0,1,3.39395621,1.0,1,Guest Medical,0,0.0,2,1
7808,1949,"Coria, Danny",3,Humanities,3.00488775,0,1,3.39395621,1.0,1,Liability,0,0.0,2,0
7809,1949,"Coria, Danny",3,Humanities,3.00488775,0,1,3.39395621,1.0,1,Personal Property,0,0.0,2,0
7810,1950,"Bui, Aysha",1,Business,1.55173701,0,0,0.0,0.0,0,Additional Living Expense,0,0.0,1,1
7811,1950,"Bui, Aysha",1,Business,1.55173701,0,0,0.0,0.0,0,Guest Medical,0,0.0,1,0
7812,1950,"Bui, Aysha",1,Business,1.55173701,0,0,0.0,0.0,0,Liability,0,0.0,1,0
7813,1950,"Bui, Aysha",1,Business,1.55173701,0,0,0.0,0.0,0,Personal Property,0,0.0,1,0
7814,1951,"Robbins, Claire",2,Science,1.666686028,0,0,0.0,,1,Additional Living Expense,0,0.0,1,1
7815,1951,"Robbins, Claire",2,Science,1.666686028,0,0,0.0,,1,Guest Medical,0,0.0,1,0
7816,1951,"Robbins, Claire",2,Science,1.666686028,0,0,0.0,,1,Liability,0,0.0,1,0
7817,1951,"Robbins, Claire",2,Science,1.666686028,0,0,0.0,,1,Personal Property,0,0.0,1,0
7818,1952,"Dodge, Jared",1,Other,1.530309561,0,1,11.40950051,1.0,0,Additional Living Expense,0,0.0,1,0
7819,1952,"Dodge, Jared",1,Other,1.530309561,0,1,11.40950051,1.0,0,Guest Medical,0,0.0,1,0
7820,1952,"Dodge, Jared",1,Other,1.530309561,0,1,11.40950051,1.0,0,Liability,0,0.0,1,1
7821,1952,"Dodge, Jared",1,Other,1.530309561,0,1,11.40950051,1.0,0,Personal Property,0,0.0,1,1
7822,1953,"Threatt, Faith",1,Humanities,3.363671758,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,1
7823,1953,"Threatt, Faith",1,Humanities,3.363671758,0,0,0.0,0.0,1,Guest Medical,0,0.0,1,0
7824,1953,"Threatt, Faith",1,Humanities,3.363671758,0,0,0.0,0.0,1,Liability,0,0.0,1,0
7825,1953,"Threatt, Faith",1,Humanities,3.363671758,0,0,0.0,0.0,1,Personal Property,0,0.0,1,1
7826,1954,"Garcia, Mary",3,Business,2.786796607,0,0,0.0,1.0,1,Additional Living Expense,0,0.0,2,0
7827,1954,"Garcia, Mary",3,Business,2.786796607,0,0,0.0,1.0,1,Guest Medical,0,0.0,2,0
7828,1954,"Garcia, Mary",3,Business,2.786796607,0,0,0.0,1.0,1,Liability,0,0.0,2,0
7829,1954,"Garcia, Mary",3,Business,2.786796607,0,0,0.0,1.0,1,Personal Property,0,0.0,2,1
7830,1955,"Mosley, Elijah",1,Humanities,3.044224346,0,0,0.0,0.0,1,Guest Medical,361,1120.729444,1,0
7831,1955,"Mosley, Elijah",1,Humanities,3.044224346,0,0,0.0,0.0,1,Personal Property,362,330.7965708,1,0
7832,1955,"Mosley, Elijah",1,Humanities,3.044224346,0,0,0.0,0.0,1,Additional Living Expense,0,0.0,1,1
7833,1955,"Mosley, Elijah",1,Humanities,3.044224346,0,0,0.0,0.0,1,Liability,0,0.0,1,0
