,student_id,name,class,study,gpa,is_greek,is_on_campus,distance_to_campus,is_female,is_sprinklered,claim_id,amount,risk_tier,holdout
12548,3133,"Fulla, Laquna",1,Business,0.644193138,1,0,0.0,0.0,0,577,952.9250234,1,0
12552,3134,"Baek, Paula",2,Science,2.285841333,0,0,0.0,0.0,1,578,1411.813243,1,0
12559,3135,"Tuytschaevers, Elizabeth",4,Other,3.314709816,0,0,0.0,0.0,1,0,0.0,3,0
12560,3136,"Gold, Erin",3,Humanities,1.003252704,0,0,0.0,0.0,1,579,301.149237,2,0
12567,3137,"Velazquez, Erick",3,Science,2.91477102,1,0,0.0,0.0,0,0,0.0,2,1
12571,3138,"Diaz Hernandez, Julian",3,Other,1.758508108,0,0,0.0,0.0,1,0,0.0,2,1
12575,3139,"Quinonez, Marco",3,Humanities,2.305956346,0,0,0.0,1.0,0,0,0.0,2,0
12579,3140,"el-Hoda, Tulaiha",5,Business,3.164923131,0,0,0.0,0.0,1,0,0.0,3,0
12583,3141,"Obanion, Jourden",1,Business,2.231948609,0,0,0.0,1.0,1,0,0.0,1,0
12584,3142,"Hammond, Nicholas",4,Business,3.586092338,0,0,0.0,0.0,1,580,914.4263494,3,0
12591,3143,"Horton, Ereg",2,Humanities,3.075478459,0,0,0.0,0.0,0,0,0.0,1,0
12595,3144,"Martinez, Blanca",1,Humanities,2.042420717,0,1,1.216251045,0.0,1,0,0.0,1,0
12596,3145,"el-Morad, Abdul Haadi",5,Humanities,2.672751633,0,0,0.0,1.0,1,581,1756.501082,3,0
12603,3146,"Hines, Reginald",1,Science,2.446554766,0,0,0.0,1.0,0,0,0.0,1,0
12607,3147,"Fuentes, Andrew",1,Business,3.265260093,0,1,5.676342579,1.0,1,0,0.0,1,0
12611,3148,"Curtis, Mckenzie",2,Other,2.404614133,0,0,0.0,1.0,1,0,0.0,1,0
12615,3149,"Mcclure, Mark",4,Humanities,3.729502344,0,0,0.0,0.0,0,0,0.0,3,0
12619,3150,"Mao, Kane",3,Business,2.911796282,0,0,0.0,1.0,0,0,0.0,2,0
12623,3151,"al-Akel, Sulama",2,Science,2.513453818,0,0,0.0,1.0,0,0,0.0,1,0
12624,3152,"Lopez, Danny",2,Science,2.001058188,1,1,7.339366622,,1,582,1907.687816,1,1
12631,3153,"Yu, Manna",3,Business,2.421566248,1,0,0.0,0.0,1,0,0.0,2,1
12635,3154,"Sharp, Riane",2,Science,2.083457186,1,0,0.0,0.0,1,0,0.0,1,0
12639,3155,"Ghamari, Brianna",2,Humanities,2.487425135,1,0,0.0,0.0,0,0,0.0,1,0
12643,3156,"Gonzalez, Rick",2,Business,2.502827572,0,0,0.0,1.0,1,0,0.0,1,0
12647,3157,"Hernandez, Jaime",1,Humanities,2.641253749,1,0,0.0,1.0,1,0,0.0,1,0
12651,3158,"Arguello, Kayla",5,Science,2.959925703,0,1,2.269820202,1.0,1,0,0.0,3,0
12652,3159,"al-Mahmud, Nadeem",2,Business,2.893954434,0,0,0.0,0.0,1,584,414.9847267,1,0
12659,3160,"Rodriguez, Christopher",1,Humanities,2.684722581,0,0,0.0,0.0,1,0,0.0,1,0
12663,3161,"Pinto, Tisa",1,Other,0.633023728,0,0,0.0,1.0,1,0,0.0,1,1
12667,3162,"Galvan-Hutchins, Carlos",3,Humanities,1.40821148,0,0,0.0,0.0,1,0,0.0,2,0
12671,3163,"Gaines, Brittany",1,Science,3.767463802,0,0,0.0,1.0,1,0,0.0,1,0
12675,3164,"Davis, Laura",5,Business,2.047125866,1,0,0.0,0.0,1,0,0.0,3,0
12679,3165,"Farley, Amya",1,Science,2.371622601,0,1,6.988147676,0.0,1,0,0.0,1,0
12683,3166,"el-Rahaman, Rayyaan",5,Humanities,2.663488801,1,0,0.0,1.0,0,0,0.0,3,0
12687,3167,"Baldenegro-Armendariz, Zackary",3,Business,1.965105206,0,0,0.0,,0,0,0.0,2,1
12691,3168,"al-Ismael, Raihaan",4,Business,2.083228912,0,0,0.0,1.0,1,0,0.0,3,0
12695,3169,"Sullivan, Markell",4,Other,0.71577389,0,0,0.0,1.0,1,0,0.0,3,0
12696,3170,"Miles, Alejandro",3,Business,0.966462854,0,1,2.78255375,1.0,0,588,1703.943686,2,0
12703,3171,"Miranda, Frances",2,Humanities,3.431321591,1,0,0.0,0.0,0,0,0.0,1,0
12707,3172,"al-Akbari, Mawhiba",4,Humanities,1.225938206,0,0,0.0,0.0,1,0,0.0,3,0
12711,3173,"Rice, Thomas",3,Other,1.658523164,0,0,0.0,0.0,0,0,0.0,2,0
12712,3174,"Moeller, Elizabeth",4,Science,1.863469761,1,0,0.0,0.0,1,590,2108.467153,3,0
12719,3175,"Wing, Daniel",2,Business,2.74842987,0,0,0.0,1.0,1,0,0.0,1,0
12723,3176,"Roy, James",3,Humanities,1.391820309,0,1,2.347271804,,1,0,0.0,2,1
12727,3177,"Donley, Rachel",4,Business,1.548470152,1,1,10.71148135,,1,0,0.0,3,0
12731,3178,"Cervantes Ramirez, Iridian",1,Science,1.129085079,0,0,0.0,0.0,1,0,0.0,1,0
12735,3179,"Rael, Cesar",1,Science,2.381774036,1,0,0.0,0.0,1,0,0.0,1,1
12739,3180,"Campos, Melissa",2,Other,3.495528272,0,0,0.0,1.0,1,0,0.0,1,0
12743,3181,"Maxey, Baylie",2,Science,2.001280397,0,0,0.0,0.0,0,0,0.0,1,0
12747,3182,"Wright, Taylor",3,Business,2.825412815,0,0,0.0,1.0,1,0,0.0,2,0
12751,3183,"al-Barakat, Abdul Haadi",4,Other,3.400538024,0,0,0.0,1.0,1,0,0.0,3,0
12752,3184,"Succarde, Alyce",2,Business,2.864227968,1,1,3.502740893,,1,593,1098.630733,1,0
12759,3185,"Lucero, Brianna",4,Other,3.042022158,0,1,5.627817989,1.0,1,0,0.0,3,0
12763,3186,"Shire, Alexandra",5,Humanities,3.610933983,0,0,0.0,,0,0,0.0,3,1
12767,3187,"Trotter, Russell",4,Business,0.542793316,0,1,12.49875702,0.0,1,0,0.0,3,0
12771,3188,"al-Azizi, Naseefa",3,Business,2.822053085,0,0,0.0,0.0,1,0,0.0,2,0
12775,3189,"al-Hatem, Fahmi",3,Business,3.197878851,0,0,0.0,0.0,0,0,0.0,2,0
12776,3190,"Riley, Logan",5,Science,2.326988562,0,0,0.0,0.0,1,594,758.574823,3,0
12783,3191,"el-Noorani, Najma",4,Humanities,3.366453514,0,0,0.0,1.0,0,0,0.0,3,1
12787,3192,"el-Radwan, Naafoora",4,Other,0.864380694,0,0,0.0,1.0,0,0,0.0,3,1
12791,3193,"Werkele, Dakota",2,Science,2.16442248,0,1,0.689943861,0.0,1,0,0.0,1,0
12795,3194,"Garcia, Joshua",1,Other,2.819093774,0,0,0.0,1.0,0,0,0.0,1,1
12799,3195,"Oji, Kassaundra",2,Science,1.419247584,0,0,0.0,0.0,0,0,0.0,1,0
12803,3196,"Conrad-Buckley, Marlana",3,Humanities,2.0208514,0,0,0.0,,1,0,0.0,2,0
12807,3197,"al-Kabir, Hissa",2,Other,1.420495699,0,0,0.0,,0,0,0.0,1,0
12811,3198,"Vasquez, Raul",4,Business,2.846757806,0,1,10.03109333,0.0,1,0,0.0,3,0
12815,3199,"Kumar, Ivy",3,Business,2.205483527,0,1,1.08841241,1.0,0,0,0.0,2,1
12819,3200,"Gutierrez, Mark",5,Other,2.908576053,0,1,3.394208878,,1,0,0.0,3,1
12823,3201,"Batres, Brandon",4,Business,2.957539062,0,0,0.0,0.0,1,0,0.0,3,0
12824,3202,"Casillas, Alec",1,Business,2.534969266,0,0,0.0,0.0,1,597,53.65593892,1,0
12831,3203,"Hernandez-Casta, Ezekiel",5,Other,2.49792185,0,1,9.254980005,1.0,1,0,0.0,3,0
12835,3204,"Ruvalcaba, Jennifer",4,Science,1.742292179,1,0,0.0,0.0,0,0,0.0,3,0
12839,3205,"Simon-Thomas, Kei'Lani",4,Science,3.232820637,0,1,12.82153001,0.0,1,0,0.0,3,0
12843,3206,"Lemons, Ryan",3,Business,0.630130069,0,0,0.0,0.0,1,0,0.0,2,0
12847,3207,"Nason, Jacob",4,Humanities,3.238974853,0,0,0.0,1.0,1,0,0.0,3,0
12851,3208,"el-Aboud, Nazeeha",4,Humanities,2.72767109,0,1,4.499222625,1.0,1,0,0.0,3,0
12855,3209,"Faamausili, Khrishan",4,Other,1.923258002,0,0,0.0,1.0,1,0,0.0,3,0
12859,3210,"Kippley, Kennedy",3,Science,3.391700555,0,0,0.0,0.0,0,0,0.0,2,0
12863,3211,"Valdez, Silver",1,Humanities,1.482040236,1,1,5.680603765,0.0,1,0,0.0,1,0
12867,3212,"Romo, Jeanny",5,Other,1.340247744,0,1,0.375984089,1.0,1,0,0.0,3,0
12871,3213,"Halladay, Chloe",3,Other,2.728763086,0,1,1.819416752,0.0,1,0,0.0,2,0
12875,3214,"Tran, Chad",2,Business,1.295806511,0,1,2.622654179,1.0,1,0,0.0,1,0
12879,3215,"Whiteman, Hannah",1,Other,0.783110746,0,1,1.160545424,0.0,0,0,0.0,1,0
12883,3216,"Sierra, Irelinde",4,Humanities,1.846502972,0,0,0.0,0.0,1,0,0.0,3,0
12887,3217,"James, Courtney",4,Other,1.553663191,1,0,0.0,0.0,1,0,0.0,3,0
12891,3218,"Peterson, Plenty",2,Science,1.519854942,0,1,5.355113395,0.0,1,0,0.0,1,0
12895,3219,"Martinez, Erik",4,Humanities,1.982299705,0,1,4.872502695,1.0,1,0,0.0,3,0
12899,3220,"Rogers, Jessica",5,Other,1.985946156,0,0,0.0,0.0,1,0,0.0,3,0
12903,3221,"Land, Joshua",1,Science,2.292919498,0,0,0.0,0.0,0,0,0.0,1,0
12904,3222,"Sanchez, Laurie",3,Other,2.445415138,0,0,0.0,0.0,0,599,1313.54295,2,1
12911,3223,"el-Vaziri, Ameena",2,Humanities,3.390407966,0,0,0.0,0.0,1,0,0.0,1,0
12915,3224,"el-Adel, Qaasim",1,Science,1.665391129,0,0,0.0,0.0,1,0,0.0,1,0
12919,3225,"Marx, Jennifer",3,Science,3.063566155,0,0,0.0,0.0,0,0,0.0,2,0
12923,3226,"Cho, Aamien",5,Business,2.822257162,0,1,0.478231755,0.0,1,0,0.0,3,0
12927,3227,"Scott, Tiara",3,Science,3.295066339,0,1,0.900332299,1.0,1,0,0.0,2,0
12931,3228,"Confer, Danielle",4,Humanities,3.681148827,1,0,0.0,0.0,0,0,0.0,3,0
12935,3229,"Rascon-Baca, Justin",3,Science,1.950181683,1,0,0.0,0.0,0,0,0.0,2,0
12939,3230,"Traver, Jose",3,Other,2.84349475,0,1,3.973496733,0.0,1,0,0.0,2,1
12943,3231,"Garbani, Morgun",5,Humanities,3.511117409,0,1,5.616929803,0.0,0,0,0.0,3,0
12947,3232,"al-Nasir, Tawheed",2,Other,0.959409703,0,0,0.0,0.0,0,0,0.0,1,0
12951,3233,"Young, Mark",4,Business,1.592545343,0,0,0.0,0.0,1,0,0.0,3,1
12955,3234,"Izquierdo, Celia",4,Business,2.043915672,0,0,0.0,1.0,1,0,0.0,3,1
12959,3235,"al-Rahimi, Sadeeqa",2,Science,1.544974543,0,0,0.0,0.0,1,0,0.0,1,0
12963,3236,"al-Baluch, Abdul Baasid",2,Other,3.739050937,0,0,0.0,0.0,1,0,0.0,1,0
12967,3237,"Lor, Mali",4,Other,0.657937443,1,0,0.0,0.0,1,0,0.0,3,0
12971,3238,"Belmont, Juan",4,Humanities,2.503531057,0,0,0.0,1.0,1,0,0.0,3,0
12972,3239,"Fajardo, Sokdaney",2,Business,3.277868274,0,0,0.0,1.0,0,602,588.9944162,1,0
12979,3240,"Conover, Hope",3,Other,2.67076486,1,0,0.0,1.0,1,0,0.0,2,0
12983,3241,"Bridges, Lubna",2,Other,1.81370044,0,0,0.0,1.0,0,0,0.0,1,0
12987,3242,"Tatum, Edwin",2,Humanities,1.508459042,0,0,0.0,0.0,0,0,0.0,1,0
12991,3243,"Haile, Kourtney",1,Business,0.628202595,0,1,1.063508712,1.0,1,0,0.0,1,1
12995,3244,"Wells, Madeline",4,Other,2.245907011,0,1,2.370947158,1.0,0,0,0.0,3,0
12999,3245,"Mckinley, Yvette",2,Other,2.0801588,0,0,0.0,,1,0,0.0,1,0
13003,3246,"Wirth, Dupree",2,Business,0.838947377,0,0,0.0,0.0,0,0,0.0,1,0
13007,3247,"el-Younes, Sabri",4,Humanities,2.495266412,0,0,0.0,1.0,1,0,0.0,3,0
13011,3248,"al-Zakaria, Sahla",4,Humanities,3.15201089,1,0,0.0,0.0,1,0,0.0,3,0
13015,3249,"Beauford, Jala",3,Business,1.247689249,0,1,0.301410212,0.0,1,0,0.0,2,0
13019,3250,"al-Abdella, Radwa",1,Other,3.42876314,0,0,0.0,1.0,0,0,0.0,1,0
13023,3251,"Yellowhawk, Corrina",1,Science,1.448399669,0,1,6.357513725,1.0,1,0,0.0,1,0
13027,3252,"Hopkins, Kero",1,Humanities,2.539757827,0,1,0.452399807,0.0,1,0,0.0,1,1
13031,3253,"Hernandez Corral, Melissa",3,Other,2.591439486,0,0,0.0,1.0,0,0,0.0,2,0
13035,3254,"Lucareli, Abigail",1,Business,1.414042707,1,1,0.024414575,1.0,0,0,0.0,1,0
13039,3255,"Marsden, Tanner",5,Science,2.418869157,0,0,0.0,,0,0,0.0,3,1
13040,3256,"Moy, Safiya",5,Science,2.348064,1,0,0.0,0.0,1,603,2440.611548,3,0
13047,3257,"el-Hanif, Naasiruddeen",1,Other,2.17846086,0,0,0.0,0.0,0,0,0.0,1,0
13051,3258,"el-Younan, Rahma",3,Business,3.275144039,0,0,0.0,1.0,1,0,0.0,2,0
13055,3259,"Eshima, Ae",4,Science,1.788752657,0,0,0.0,,0,0,0.0,3,0
13059,3260,"Billsie, Sarah Anne",1,Business,1.447619583,0,1,0.824122857,1.0,1,0,0.0,1,0
13063,3261,"Lynch, Katie",1,Humanities,1.308572085,0,0,0.0,1.0,0,0,0.0,1,0
13067,3262,"al-Latif, Wadee'a",4,Other,2.419109188,0,0,0.0,1.0,1,0,0.0,3,0
13071,3263,"Henderson, Gage",2,Other,2.779026062,1,0,0.0,1.0,1,0,0.0,1,0
13075,3264,"Saunders, Jonathan",1,Humanities,3.443798739,0,0,0.0,0.0,0,0,0.0,1,1
13079,3265,"Lewis-Wilde, Johannah",3,Other,3.049383303,0,0,0.0,0.0,1,0,0.0,2,0
13083,3266,"el-Iqbal, Muslim",4,Humanities,2.955742845,0,1,6.960057579,0.0,1,0,0.0,3,0
13087,3267,"Tizon, Lyrics",1,Other,1.916147275,0,1,2.658405533,1.0,1,0,0.0,1,0
13091,3268,"el-Salameh, Nadheer",4,Science,2.157775745,0,1,7.307327404,1.0,1,0,0.0,3,0
13095,3269,"Herman, Amanda",1,Science,2.858254672,0,0,0.0,,1,0,0.0,1,0
13099,3270,"Williams, Roemello",4,Business,3.019637025,0,0,0.0,1.0,1,0,0.0,3,0
13103,3271,"Gallegos, Mark",4,Other,2.635483013,1,0,0.0,0.0,1,0,0.0,3,0
13107,3272,"Relford, Savanna",4,Business,3.055946718,0,1,0.272287419,1.0,0,0,0.0,3,0
13111,3273,"Hardman, Zachary",5,Other,2.761486323,0,0,0.0,1.0,1,0,0.0,3,0
13112,3274,"Cook, Ryan",1,Business,2.648457187,0,0,0.0,1.0,1,606,396.6562093,1,0
13119,3275,"Campbell, Janet",2,Science,2.405176884,0,0,0.0,0.0,0,0,0.0,1,0
13120,3276,"Finn, Daniella",2,Humanities,2.880931675,0,0,0.0,1.0,0,607,202.4358688,1,0
13127,3277,"Simpson, Sheila",4,Science,3.452754781,0,0,0.0,0.0,0,0,0.0,3,0
13131,3278,"Ferrelli, Erika",4,Humanities,2.256155343,0,1,0.760374472,0.0,0,0,0.0,3,0
13135,3279,"Patch, Jimmy",1,Other,2.710601391,0,0,0.0,1.0,0,0,0.0,1,0
13139,3280,"Hines, Alexiss",1,Other,2.333699251,0,0,0.0,1.0,1,0,0.0,1,0
13143,3281,"Vazquez, James",3,Science,0.927068939,0,0,0.0,0.0,1,0,0.0,2,0
13147,3282,"Wan, Rebecca",1,Science,2.757172608,0,0,0.0,1.0,1,0,0.0,1,0
13151,3283,"Bobb, Jeremiah",1,Other,1.008201837,0,1,4.090813957,1.0,1,0,0.0,1,0
13155,3284,"al-Abed, Muneef",5,Business,3.013934719,1,1,0.462076571,1.0,1,0,0.0,3,0
13159,3285,"Deyoung, Nicholas",4,Humanities,3.730460013,1,1,1.798175326,0.0,0,0,0.0,3,1
13163,3286,"Hernandez, Joshua",1,Other,1.089424445,0,0,0.0,1.0,1,0,0.0,1,0
13167,3287,"el-Massoud, Hawraa",2,Business,2.128710799,0,0,0.0,0.0,0,0,0.0,1,0
13171,3288,"Outhouse, Alexis",1,Science,3.111418097,0,0,0.0,0.0,0,0,0.0,1,0
13175,3289,"al-Rabbani, Ameer",2,Other,1.713814603,1,0,0.0,0.0,0,0,0.0,1,0
13179,3290,"Bratt, Paige",3,Other,0.464255078,0,0,0.0,1.0,1,0,0.0,2,1
13183,3291,"el-Mohamed, Asghar",4,Science,2.952500444,1,0,0.0,0.0,1,0,0.0,3,1
13187,3292,"Briones, Gregory",3,Other,3.276097322,0,1,0.551853711,0.0,0,0,0.0,2,0
13188,3293,"Mcgee, Tara",1,Other,2.282467856,0,1,6.302426092,,1,610,957.3667331,1,0
13195,3294,"Mcgaha, Alyssa",3,Humanities,3.202798316,0,1,1.304575441,0.0,1,0,0.0,2,0
13199,3295,"Jackson, Dasha",4,Science,2.61594651,0,0,0.0,1.0,1,0,0.0,3,1
13203,3296,"Nguyen, Calida",2,Business,2.449270937,0,0,0.0,0.0,1,0,0.0,1,1
13207,3297,"Martinez, Jo",2,Science,3.312322031,0,1,2.774367589,1.0,1,0,0.0,1,0
13211,3298,"Hollins, Raymond",3,Science,3.145786237,0,1,4.947955821,,0,0,0.0,2,1
13215,3299,"Howard, William",4,Humanities,2.299925811,0,1,2.894952715,1.0,1,0,0.0,3,0
13219,3300,"Baek, Tyler",4,Science,2.994050245,0,1,2.325088576,0.0,1,0,0.0,3,0
13223,3301,"Midgyett, Diamond",4,Science,3.074254781,0,0,0.0,1.0,1,0,0.0,3,0
13227,3302,"Harris, Kendall",3,Other,3.83248118,0,0,0.0,1.0,0,0,0.0,2,0
13231,3303,"Garcia, Maria",2,Other,0.790652988,0,0,0.0,,1,0,0.0,1,0
13235,3304,"Truong, Reihan",1,Other,1.784664304,0,1,6.564600576,1.0,1,0,0.0,1,0
13239,3305,"Schweikert, Tyler",1,Science,2.63123653,1,0,0.0,1.0,1,0,0.0,1,1
13243,3306,"Nelson, Rachelle",1,Humanities,3.331974776,0,0,0.0,1.0,1,0,0.0,1,1
13247,3307,"O'Connell, Nicholas",3,Humanities,2.564188347,0,1,3.572942946,1.0,1,0,0.0,2,1
13248,3308,"el-Kamara, Uthmaa N",1,Business,2.55555654,0,1,0.072207371,0.0,1,613,2083.631315,1,0
13252,3309,"Keach, Angel",3,Business,0.550442866,0,0,0.0,1.0,1,614,678.2833476,2,0
13253,3309,"Keach, Angel",3,Business,0.550442866,0,0,0.0,1.0,1,615,570.151561,2,0
13260,3310,"Wright, Tyler",2,Business,3.291909642,0,1,5.996067479,1.0,0,0,0.0,1,1
13264,3311,"el-Husain, Uwais",1,Humanities,3.129340945,0,1,16.8256965,0.0,1,0,0.0,1,0
13265,3312,"al-Habib, Waleeda",1,Business,2.515859547,0,0,0.0,0.0,1,616,296.6168594,1,0
13272,3313,"Shaver, Girish",2,Business,1.972903237,0,1,6.995885849,,1,0,0.0,1,0
13276,3314,"Mcdonald, Leslie",3,Business,3.025238843,0,0,0.0,,1,0,0.0,2,0
13280,3315,"Jones, Whitney",4,Other,3.220096216,0,0,0.0,0.0,0,0,0.0,3,0
13284,3316,"Shute, Chelsey",4,Science,0.527026783,0,0,0.0,0.0,1,0,0.0,3,0
13288,3317,"Byun, Alexander",1,Humanities,1.73871803,0,1,0.277720144,0.0,0,0,0.0,1,0
13292,3318,"Walters, Julian",2,Other,1.212335648,0,1,0.554067188,1.0,0,0,0.0,1,0
13296,3319,"Paskvalich, Dylan",5,Humanities,3.236017592,0,0,0.0,1.0,0,0,0.0,3,0
13300,3320,"al-Amber, Khadeeja",4,Other,3.334116519,0,1,0.418344326,1.0,0,0,0.0,3,0
13304,3321,"al-Basha, Jumail",2,Science,3.296679939,0,0,0.0,,1,0,0.0,1,0
13308,3322,"Lafebre, Ruby",1,Other,1.487860901,0,0,0.0,0.0,1,0,0.0,1,0
13312,3323,"Johnson, Kierran",3,Humanities,2.471302331,0,0,0.0,1.0,1,0,0.0,2,0
13316,3324,"Mestas, Cristian",4,Business,3.940019286,0,0,0.0,1.0,1,0,0.0,3,0
13320,3325,"King, Breanna",5,Other,1.91696072,0,0,0.0,0.0,0,0,0.0,3,0
13321,3326,"Lopez, Joshua",2,Business,3.53225066,0,1,1.024295231,0.0,0,617,1343.228863,1,0
13328,3327,"Kuhn, Mary",4,Science,0.669764969,0,0,0.0,0.0,1,0,0.0,3,0
13332,3328,"Gonzalez, Joshua",4,Humanities,3.660794172,1,1,1.061659485,0.0,1,0,0.0,3,0
13336,3329,"Romero, Dianna",2,Business,1.839487547,0,0,0.0,0.0,0,0,0.0,1,0
13340,3330,"Villasana, Vanessa",1,Business,3.503045997,0,0,0.0,1.0,1,0,0.0,1,0
13344,3331,"Trujillo, Kevin",1,Business,2.891839174,0,0,0.0,0.0,0,0,0.0,1,0
13348,3332,"Richard, Mikkel",4,Science,2.3329629,0,0,0.0,1.0,1,0,0.0,3,0
13352,3333,"el-Radwan, Hamood",2,Humanities,2.257504156,0,0,0.0,1.0,1,0,0.0,1,0
13356,3334,"al-Saad, Raamiz",1,Other,2.130572295,0,0,0.0,1.0,1,0,0.0,1,0
13360,3335,"Ho, Leilani",4,Business,3.43723875,0,0,0.0,0.0,1,0,0.0,3,1
13364,3336,"el-Mansur, Laaiqa",5,Humanities,1.53869251,0,0,0.0,1.0,0,0,0.0,3,0
13368,3337,"Schneider, Austin",2,Humanities,2.690251829,0,1,0.166539246,,1,0,0.0,1,0
13372,3338,"Krohn, Austin",2,Science,3.294653396,0,0,0.0,1.0,1,0,0.0,1,0
13376,3339,"al-Ali, Sharaf",1,Other,2.813936862,1,0,0.0,1.0,1,0,0.0,1,0
13380,3340,"Romero, Tyler",2,Science,2.284616504,0,0,0.0,0.0,0,0,0.0,1,1
13384,3341,"Pierrie, Cylina",1,Other,0.996539593,0,0,0.0,0.0,0,0,0.0,1,1
13388,3342,"Hart, Tyler",1,Business,1.415404359,0,0,0.0,1.0,1,0,0.0,1,0
13392,3343,"Wong, Ichiko",4,Other,2.252874869,0,0,0.0,1.0,1,0,0.0,3,0
13396,3344,"Smith, Brandon",5,Humanities,3.049155152,1,1,5.251473136,1.0,1,0,0.0,3,0
13400,3345,"Thompson, Uriah",5,Other,2.774744361,0,1,11.53103968,1.0,1,0,0.0,3,0
13404,3346,"el-Galla, Ilhaam",2,Humanities,0.79249479,0,0,0.0,0.0,0,0,0.0,1,0
13408,3347,"al-Ahsan, Sabeeka",2,Other,3.086538321,0,0,0.0,1.0,1,0,0.0,1,0
13412,3348,"el-Halim, Saqr",1,Humanities,1.997694479,0,0,0.0,1.0,1,0,0.0,1,1
13416,3349,"al-Azer, Kameela",2,Humanities,3.262537902,0,1,6.298633831,0.0,0,0,0.0,1,0
13420,3350,"Moncada, Malli",1,Business,2.776516227,0,0,0.0,1.0,0,0,0.0,1,0
13424,3351,"el-Javid, Thaabita",3,Other,3.397070985,0,1,0.847857431,0.0,1,0,0.0,2,0
13428,3352,"al-Salahuddin, Suhaib",2,Science,2.037790034,1,1,2.186929415,1.0,1,0,0.0,1,0
13432,3353,"Kucel, Madison",1,Science,2.990938023,0,0,0.0,1.0,1,0,0.0,1,1
13436,3354,"Schaner, Tara",2,Humanities,3.541255348,0,0,0.0,1.0,0,0,0.0,1,0
13440,3355,"el-Mansur, Shajee'a",4,Business,0.399670107,0,0,0.0,1.0,0,0,0.0,3,1
13444,3356,"Reneau, Mark",5,Other,1.435850983,0,0,0.0,1.0,1,0,0.0,3,0
13448,3357,"Enriquez, Edgar",4,Business,1.702262488,0,1,6.716507107,0.0,1,0,0.0,3,1
13452,3358,"el-Arshad, Khairiya",4,Business,1.48509004,1,1,10.81647001,,1,0,0.0,3,1
13456,3359,"Mcdonald, William",5,Humanities,3.744917571,0,0,0.0,,0,0,0.0,3,0
13460,3360,"Valdez, Alberto",3,Humanities,3.475728587,0,1,1.850706812,0.0,1,0,0.0,2,0
13464,3361,"Black, Zakary",2,Humanities,3.023446847,0,1,11.32196277,1.0,0,0,0.0,1,0
13468,3362,"Tsinnijinnie, Lucas",3,Business,0.88635457,1,1,6.743640332,0.0,1,0,0.0,2,0
13472,3363,"Ankomah, Gerome",3,Humanities,3.467914019,0,0,0.0,0.0,1,0,0.0,2,0
13476,3364,"Salazar, Sheila",3,Science,3.817398982,1,0,0.0,1.0,1,0,0.0,2,1
13480,3365,"Brown, Kelsy",2,Other,1.340041206,0,0,0.0,0.0,1,0,0.0,1,1
13484,3366,"Moss, Devohn",1,Business,1.243454185,0,0,0.0,1.0,1,0,0.0,1,0
13488,3367,"Wilson, Brandon",1,Other,2.435039213,0,0,0.0,1.0,1,0,0.0,1,0
13492,3368,"Mueller, Zaria",2,Science,1.733268078,1,1,0.824457554,1.0,0,0,0.0,1,0
13496,3369,"Abachiche, Ty",1,Science,3.706517302,1,0,0.0,1.0,1,0,0.0,1,0
13500,3370,"Clark, Daley",2,Humanities,2.182066098,0,0,0.0,0.0,1,0,0.0,1,0
13504,3371,"Redhorse, Isaiah",4,Other,1.753572567,0,0,0.0,0.0,1,0,0.0,3,1
13508,3372,"Mulholland, Joshua",2,Business,3.458689809,1,0,0.0,1.0,1,0,0.0,1,0
13512,3373,"Todacheene, Alisha",2,Business,2.900880084,0,1,4.12224682,1.0,1,0,0.0,1,0
13513,3374,"al-Habibi, Mas'ooda",3,Humanities,3.790955369,0,0,0.0,1.0,1,622,307.5802143,2,0
13520,3375,"al-Shah, Suhaila",3,Business,1.633628611,1,1,4.499668161,1.0,1,0,0.0,2,0
13524,3376,"el-Sahli, Sabreen",5,Humanities,2.333380452,1,1,8.433666341,0.0,0,0,0.0,3,0
13528,3377,"Lee, Yoonseo Rachael",2,Business,2.369580727,0,0,0.0,0.0,1,0,0.0,1,0
13532,3378,"Farmer, Remsen",2,Humanities,3.463203815,0,0,0.0,1.0,0,0,0.0,1,0
13533,3379,"Keams, K'Sandra",1,Business,2.947786477,1,0,0.0,1.0,1,624,1120.723221,1,0
13540,3380,"Lopez Lucio, Cesar",4,Humanities,2.648604406,0,0,0.0,1.0,0,0,0.0,3,1
13544,3381,"al-Salim, Naseer",2,Other,1.536455488,0,1,0.854485283,,1,0,0.0,1,0
13548,3382,"Farquhar, Brooke",2,Humanities,1.798060256,0,0,0.0,1.0,1,0,0.0,1,1
13552,3383,"Shavers, Paige",3,Business,0.613975131,0,1,0.529150686,0.0,1,0,0.0,2,0
13556,3384,"Myers, Logan",5,Science,2.563639061,0,1,0.568955844,0.0,1,0,0.0,3,0
13557,3385,"Verner, Auvia",1,Other,3.056137195,0,1,3.761127546,1.0,1,625,674.3398133,1,0
13561,3386,"Klein, Shubheksha",4,Business,3.158882747,1,1,1.680870295,1.0,1,626,1632.308511,3,0
13568,3387,"Nimmons, Kenya",3,Other,2.345706396,0,0,0.0,0.0,1,0,0.0,2,0
13569,3388,"Veleta, Devyn",3,Science,2.271178861,0,0,0.0,0.0,1,627,488.1566798,2,1
13573,3389,"Frye, Savannah",1,Science,1.344920448,1,0,0.0,1.0,0,628,506.944431,1,0
